version,reputation,group,player,round,action,payoff,avg_action,wealth
"non-targeted, clustered",reputation = 0,8,187,4,1.0,50.0,1.0,1133.333334
"non-targeted, clustered",reputation = 0,8,187,5,1.0,50.0,1.0,1183.333334
"non-targeted, clustered",reputation = 0,8,187,6,1.0,50.0,1.0,1233.333334
"non-targeted, clustered",reputation = 0,8,187,7,1.0,50.0,1.0,1283.333334
"non-targeted, clustered",reputation = 0,8,187,8,1.0,50.0,1.0,1333.333334
"non-targeted, clustered",reputation = 0,8,187,9,1.0,50.0,1.0,1383.333334
"non-targeted, clustered",reputation = 0,8,187,10,1.0,50.0,1.0,1433.333334
"non-targeted, clustered",reputation = 0,8,187,11,1.0,50.0,1.0,1483.333334
"non-targeted, clustered",reputation = 0,8,187,12,1.0,50.0,1.0,1533.333334
"non-targeted, clustered",reputation = 0,8,187,13,1.0,50.0,1.0,1583.333334
"non-targeted, clustered",reputation = 0,8,187,14,1.0,50.0,1.0,1633.333334
"non-targeted, clustered",reputation = 0,8,187,15,1.0,50.0,1.0,1683.333334
"non-targeted, clustered",reputation = 0,8,187,16,1.0,50.0,1.0,1733.333334
"non-targeted, clustered",reputation = 0,8,188,1,0.0,75.0,0.0,1075.0
"non-targeted, clustered",reputation = 0,8,188,2,0.0,100.0,0.0,1175.0
"non-targeted, clustered",reputation = 0,8,189,1,1.0,16.666666,1.0,1016.666666
"non-targeted, clustered",reputation = 0,8,189,2,1.0,50.0,1.0,1066.666666
"non-targeted, clustered",reputation = 0,8,189,3,1.0,50.0,1.0,1116.666666
"non-targeted, clustered",reputation = 0,8,189,4,1.0,50.0,1.0,1166.666666
"non-targeted, clustered",reputation = 0,8,189,5,1.0,50.0,1.0,1216.666666
"non-targeted, clustered",reputation = 0,8,189,6,1.0,50.0,1.0,1266.666666
"non-targeted, clustered",reputation = 0,8,189,7,1.0,50.0,1.0,1316.666666
"non-targeted, clustered",reputation = 0,8,189,8,1.0,50.0,1.0,1366.666666
"non-targeted, clustered",reputation = 0,8,189,9,1.0,50.0,1.0,1416.666666
"non-targeted, clustered",reputation = 0,8,189,10,1.0,50.0,1.0,1466.666666
"non-targeted, clustered",reputation = 0,8,189,11,1.0,50.0,1.0,1516.666666
"non-targeted, clustered",reputation = 0,8,189,12,1.0,50.0,1.0,1566.666666
"non-targeted, clustered",reputation = 0,8,189,13,1.0,50.0,1.0,1616.666666
"non-targeted, clustered",reputation = 0,8,189,14,1.0,50.0,1.0,1666.666666
"non-targeted, clustered",reputation = 0,8,189,15,1.0,50.0,1.0,1716.666666
"non-targeted, clustered",reputation = 0,8,189,16,1.0,50.0,1.0,1766.666666
"non-targeted, clustered",reputation = 0,8,190,1,1.0,30.0,1.0,1030.0
"non-targeted, clustered",reputation = 0,8,190,2,1.0,50.0,1.0,1080.0
"non-targeted, clustered",reputation = 0,8,190,3,1.0,50.0,1.0,1130.0
"non-targeted, clustered",reputation = 0,8,190,4,1.0,50.0,1.0,1180.0
